date,AAPL,GOOG,META,JPM,MA,PFE,WMT,SBUX,GE,XOM,T,TLT,GLD,SPY
2019-03-07,41.36670684814453,57.02495956420898,168.62229919433594,87.1178207397461,215.4518890380859,30.833532333374023,29.603939056396484,62.61238098144531,45.96115112304688,60.68857955932617,14.562726974487305,103.1024169921875,121.51000213623048,249.47972106933597
2019-03-08,41.46503448486328,56.97607803344727,169.09091186523438,87.15167236328125,214.92877197265625,30.4610595703125,29.64647102355957,61.50397491455078,46.64278793334961,59.81792449951172,14.582200050354004,103.53675842285156,122.83999633789062,248.9807586669922
2019-03-11,42.90147018432617,58.64397811889648,171.553466796875,88.28536987304688,218.5808258056641,30.91547203063965,29.91683959960937,61.78772735595703,48.200782775878906,60.40088272094727,14.70874309539795,103.23021697998048,122.23999786376952,252.5912628173828
2019-03-12,43.383487701416016,59.51384353637695,171.4039306640625,88.02311706542969,219.84022521972656,31.086811065673828,29.88342666625977,62.11580657958984,47.5191535949707,60.56745147705078,14.908299446105955,103.95407104492188,122.9800033569336,253.54376220703125
2019-03-13,43.575340270996094,59.51982879638672,172.8495635986328,88.3192367553711,221.35137939453125,31.295408248901367,30.083919525146484,62.16014099121094,48.785037994384766,61.1049919128418,14.73794937133789,103.75819396972656,123.83999633789062,255.2220001220703
2019-03-14,44.05973815917969,59.13228225708008,169.6591796875,89.12297821044922,222.3297576904297,30.684539794921875,29.998401641845703,62.72765350341797,50.14829254150391,60.90056991577149,14.73794937133789,103.00871276855467,122.41000366210938,255.05877685546875
2019-03-15,44.63287734985352,59.077911376953125,165.48175048828125,90.1467056274414,223.9378204345703,31.12406349182129,30.05948829650879,62.665557861328125,48.4929084777832,60.68102264404297,14.927770614624023,103.69011688232422,122.97000122070312,256.31884765625
2019-03-18,45.08852005004883,59.06793975830078,159.98829650878906,90.6881866455078,223.18223571777344,31.14640998840332,30.438207626342773,62.81631851196289,49.66141891479492,61.38512420654297,14.991044044494627,103.63043975830078,123.04000091552734,257.2483215332031
2019-03-19,44.73119735717773,59.795654296875,161.08499145507812,90.35821533203124,223.7828521728516,31.51144218444824,30.496234893798828,63.29515838623047,49.61272430419922,61.22611618041992,14.932636260986328,103.40049743652344,123.37999725341795,257.3121032714844
2019-03-20,45.1220817565918,61.04857635498047,164.943359375,88.42921447753906,222.69786071777344,31.41459083557129,30.126678466796875,63.516849517822266,49.75879669189453,61.56683349609375,14.849894523620604,104.48211669921876,124.18000030517578,256.5375366210937
2019-03-21,46.783958435058594,61.4261474609375,165.58145141601562,87.03324890136719,228.4907989501953,31.548683166503903,30.254953384399418,64.07550048828125,50.002227783203125,61.92264938354492,15.117593765258787,104.71208953857422,123.68000030517578,259.43505859375
2019-03-22,45.81513214111328,60.12733840942383,163.8466796875,84.4020004272461,223.54063415527344,31.17620658874512,30.0167293548584,63.80948638916016,48.59028625488281,60.93085479736328,15.122455596923828,106.33875274658205,123.97000122070312,254.4418792724609
2019-03-25,45.26117706298828,59.503868103027344,165.79080200195312,83.69979095458984,223.21127319335932,31.20600128173828,29.983131408691406,64.11096954345703,48.10340881347656,60.50689315795898,14.976441383361816,106.50907135009766,124.91999816894533,254.2505798339844
2019-03-26,44.79354476928711,59.08589553833008,167.17665100097656,84.53736877441406,225.99151611328125,31.6008243560791,30.02895164489746,64.69620513916016,49.1745491027832,61.29427337646485,15.278209686279297,106.43242645263672,124.3000030517578,256.1457824707031
2019-03-27,45.19643020629883,58.50731658935547,165.3720703125,84.2497329711914,225.24560546875,31.302854537963867,29.68992805480957,64.50112915039062,48.4929084777832,60.82485961914063,15.283072471618652,107.41184997558594,123.6500015258789,254.80636596679688
2019-03-28,45.25637435913086,58.281368255615234,165.0530548095703,85.20574951171875,227.5124053955078,31.503982543945312,29.66549491882324,65.58293914794922,48.15209197998047,61.127708435058594,15.093255996704102,107.78656768798828,121.9000015258789,255.7721710205078
2019-03-29,45.55134582519531,58.52178192138672,166.1896209716797,85.64571380615234,228.08395385742188,31.638086318969727,29.78766250610352,65.91990661621094,48.63896942138672,61.173118591308594,15.263607025146484,107.68441009521484,122.01000213623048,257.38494873046875
2019-04-01,45.86069107055664,59.5751953125,168.19358825683594,88.53073120117188,231.57130432128903,31.91371726989746,29.87623405456543,65.58293914794922,49.1745491027832,61.87723922729492,15.550771713256836,106.1548309326172,121.52999877929688,260.4372863769531
2019-04-02,46.52735900878906,59.87745666503906,173.67706298828125,88.95374298095703,231.77471923828125,31.965856552124023,29.607465744018555,65.85783386230469,49.85615921020508,61.612247467041016,15.395027160644531,106.35115051269533,121.9800033569336,260.5649719238281
2019-04-03,46.84630584716797,60.14828872680664,173.01905822753906,89.13143920898438,231.45506286621097,31.91371726989746,29.68382453918457,65.91104125976562,49.1745491027832,61.24884414672851,15.511838912963867,105.42935180664062,121.8000030517578,260.9749450683594
2019-04-04,46.92784118652344,60.601173400878906,175.4916229248047,89.99247741699219,228.6748504638672,31.83921241760254,29.964805603027344,65.92876434326172,48.83372116088867,62.11949157714844,15.565373420715332,105.72810363769533,122.11000061035156,261.6674194335937
2019-04-05,47.241973876953125,60.20963287353515,175.1925048828125,89.77935791015625,229.22703552246097,32.02545928955078,30.18470764160156,66.53174591064453,48.7363510131836,62.45261001586914,15.74546241760254,105.86465454101562,121.9800033569336,262.93389892578125
2019-04-08,47.985382080078125,60.0445442199707,174.40489196777344,90.0692138671875,229.19793701171875,32.1371955871582,30.306873321533203,66.68250274658203,46.2046012878418,62.83874130249024,15.764930725097656,105.48908233642578,122.51000213623048,263.1343688964844
2019-04-09,47.841495513916016,59.71584701538086,177.04693603515625,89.40426635742188,228.84869384765625,31.91371726989746,30.14195442199707,66.61154174804688,44.89002990722656,62.02865982055664,15.782450675964355,105.82194519042967,123.1500015258789,261.785888671875
2019-04-10,48.110084533691406,59.960750579833984,177.2862091064453,89.80494689941406,229.9642791748047,31.831764221191406,30.419883728027344,66.9307861328125,44.597900390625,61.74851989746094,15.847067832946776,106.07801818847656,123.52999877929688,262.67877197265625
2019-04-11,47.70960235595703,60.08344268798828,176.97714233398438,90.56366729736328,228.97479248046875,31.489091873168945,30.786392211914062,67.27661895751953,44.40315628051758,62.04378128051758,16.00613784790039,105.45491790771484,121.9499969482422,262.6058654785156
2019-04-12,47.6904182434082,60.74432373046875,178.56236267089844,94.80924987792967,231.6812896728516,31.071918487548828,31.018516540527344,67.96825408935547,43.81890487670898,61.263973236083984,16.00613784790039,104.70380401611328,121.83000183105467,264.3826599121094
2019-04-15,47.77674102783203,60.90542984008789,179.1107177734375,93.7265396118164,231.99168395996097,31.354999542236328,31.284229278564453,67.53377532958984,43.721527099609375,61.059566497802734,15.916658401489258,104.96843719482422,121.5999984741211,264.2095642089844
2019-04-16,47.78154373168945,61.2061882019043,178.3330535888672,94.7154769897461,232.903564453125,30.4833984375,31.436935424804688,67.12586212158203,44.50052261352539,61.4759635925293,16.030994415283203,104.3111801147461,120.51000213623048,264.3826599121094
2019-04-17,48.71200180053711,61.66556167602539,178.2433319091797,97.44355010986328,233.78631591796875,29.708654403686523,31.507173538208008,66.61154174804688,44.40315628051758,61.65010452270508,15.881865501403809,104.35386657714844,120.27999877929688,263.7356872558594
2019-04-18,48.88706588745117,61.66705703735352,177.74481201171875,96.72743225097656,233.6796417236328,29.3361873626709,31.51329040527344,67.44509887695312,45.52296447753906,61.42298126220703,15.921634674072266,104.90013885498048,120.37000274658205,264.2551574707031
2019-04-22,49.0477294921875,62.28902816772461,180.8953399658203,96.8467788696289,235.7749481201172,29.038196563720703,31.265899658203125,66.85984802246094,45.37690353393555,62.76302719116211,15.946490287780762,104.39656829833984,120.37000274658205,264.48291015625
2019-04-23,49.755157470703125,63.07260513305664,183.22833251953125,96.96614074707033,236.20181274414065,29.365976333618164,31.479692459106445,67.38301086425781,45.42559051513672,63.12642288208008,15.95642375946045,104.61848449707033,120.12000274658205,266.8610534667969
