date,BlackLitterman,EqualWeight,MaxSharpe,MinVariance,RiskParity,SPY
2020-09-11,1.1294944183397704,1.0700380301350658,1.1233084375162927,1.0610419603072916,1.0643509374300548,1.230284627739417
2020-09-14,1.142126315216385,1.082487708870625,1.135310547452906,1.0676250907033742,1.0728400498301525,1.2671929467897949
2020-09-15,1.151625426849846,1.0820215383689067,1.1344387825939344,1.0666684970737768,1.071569276645738,1.2691702962143614
2020-09-16,1.1383282409274458,1.0891310894663546,1.125018875512413,1.0657511819072787,1.0741300688794575,1.2317126943566559
2020-09-17,1.1217374799011972,1.0845356592569764,1.1207470310111156,1.064241240844489,1.071088490681993,1.2120498636837698
2020-09-18,1.101646745439738,1.0711458267451743,1.109270557708308,1.05866214748478,1.0632789278322414,1.1736035871137807
2020-09-21,1.0939239226195925,1.0537618121086552,1.114569377783851,1.0518294203490492,1.0518765598179294,1.209193988006095
2020-09-22,1.11066830985936,1.056796611249728,1.1200035183534103,1.052876127629968,1.052681046682031,1.2281973874124779
2020-09-23,1.0781914987063776,1.03454968606271,1.0982185434425233,1.0382994004824013,1.0360954725298248,1.1766790728916658
2020-09-24,1.0843954168132692,1.0371821995152548,1.1045905406452725,1.041186560337876,1.0392428297672378,1.188762350277938
2020-09-25,1.1044984431952563,1.047451641031035,1.1144457697861851,1.0436043347307558,1.0442022658059864,1.2333601993695695
2020-09-28,1.1206285644845995,1.061549266592591,1.1232153146731578,1.049116834293864,1.0530492814174603,1.2627991994447763
2020-09-29,1.1208318786282452,1.056856492690292,1.1234835813029407,1.0495835361186108,1.0524146593492536,1.2532425542903984
2020-09-30,1.1288777819395985,1.0642490057139273,1.12803118338236,1.052051248327796,1.0539158668829414,1.2721361486466765
2020-10-01,1.1411533702178176,1.0693486415445252,1.1394760938722133,1.0570901536993393,1.0592156791752179,1.2829011644658153
2020-10-02,1.1178814522410965,1.0626412887364258,1.1239707730993764,1.051360526163156,1.053942188347073,1.2414891213157788
2020-10-05,1.1402984524760889,1.0751886805008215,1.1310904591066067,1.0529593404392186,1.0578079341191808,1.2797156160810226
2020-10-06,1.115245964917805,1.0590702168690875,1.1184018270056568,1.0455609055207735,1.0477481546206915,1.2430268212785875
2020-10-07,1.126157494152162,1.0676032359433452,1.1220855152941702,1.0457026429936767,1.0505946323703328,1.2641174610119097
2020-10-08,1.1414085039862254,1.0859703046309475,1.1253111046537418,1.0555986371582515,1.0626522805425664,1.2629088327903464
2020-10-09,1.1558416670388696,1.09343464432302,1.1385487078817509,1.0612951743675094,1.0699985924427562,1.2848783421858467
2020-10-12,1.192656166227841,1.1069257352391053,1.1592331391867436,1.0650989183114377,1.0774821095426057,1.3664945729347635
2020-10-13,1.1800898471743155,1.0983987265393818,1.151460576294645,1.0641146792093883,1.0720167000830816,1.3302451700372842
2020-10-14,1.1725057471741147,1.0942530800823298,1.1488393084091137,1.060962839767944,1.0700402774444897,1.3312338447495673
2020-10-15,1.1627598586209587,1.0927185649961597,1.1488061762485884,1.0609453723149922,1.0695794493192057,1.325961141890103
2020-10-16,1.1612863614473918,1.0988225873455182,1.1433316695889548,1.0644012107143437,1.0719266169324941,1.3073970485364077
2020-10-19,1.1373241397900977,1.084327003035626,1.1310916169672751,1.0568335921455467,1.062747830213374,1.2740036930211378
2020-10-20,1.151619108244053,1.0903555330036439,1.1352116556877945,1.0569577280613294,1.064796458807047,1.290810218755012
2020-10-21,1.1664848870021791,1.0928595595272854,1.1359129631775673,1.058113842154661,1.066758101693471,1.2837800341279935
2020-10-22,1.1710610563581434,1.109734090367124,1.1260443230618622,1.060745650580196,1.0720853821276728,1.2714769749369759
2020-10-23,1.1760340683370973,1.1119876660449166,1.125764673252271,1.0639975167128939,1.0748214449856772,1.2636779832546867
2020-10-26,1.1506013356293856,1.0933040926726898,1.123968311453982,1.0583400935607348,1.0662714558874244,1.2637877024525246
2020-10-27,1.1600426478993722,1.0893833940084752,1.131482199212186,1.0584701470991273,1.0660736785068847,1.280814095843411
2020-10-28,1.1000387694705573,1.0570836921852866,1.1062309233206404,1.0366898847318284,1.0435058266717872,1.2214965320835076
2020-10-29,1.1339893606484277,1.07085903623777,1.112389027003795,1.0374153383441604,1.047997310789303,1.266753640737107
2020-10-30,1.1010302985886302,1.0620493024440183,1.0926732421728906,1.0356405913850315,1.0423843197492693,1.1957926207572238
2020-11-02,1.1031646393336583,1.07253734614016,1.100254335647085,1.0482362246250814,1.0526381879943072,1.1948039460449407
2020-11-03,1.1204254371527935,1.0872415158737798,1.10909788634652,1.0520933581581229,1.060464386174323,1.2131484292984256
2020-11-04,1.174574857438237,1.1063958247315797,1.125687952985712,1.0632489763551294,1.0751893822288965,1.2626893085424036
2020-11-05,1.2017233832086862,1.123666427328282,1.1463130938833022,1.072145155612897,1.089231036668134,1.3075068535865129
2020-11-06,1.1982883233051402,1.1219055799801783,1.1467395827339009,1.0717485703628689,1.086506403965448,1.306021351802331
2020-11-09,1.210123512863136,1.1604386885506934,1.1217035891366878,1.06991232376842,1.0939725820999568,1.2799428670330384
2020-11-10,1.1957040981942333,1.1596216952177743,1.1226918692445094,1.0720571356057043,1.093492646652207,1.2760914484616819
2020-11-11,1.2085137335954517,1.1615428954793374,1.135019137775194,1.0741638511352667,1.0949787236674942,1.314824214048247
2020-11-12,1.1996892329273745,1.1513109149595313,1.14060277451154,1.0738054836561404,1.093737336852573,1.3117432337252433
2020-11-13,1.214965359039334,1.1717398470193463,1.1470543112703422,1.0862599882013515,1.106699567867037,1.3122934609075134
2020-11-16,1.2273532797251143,1.1858076363416477,1.1522935440696034,1.0873187663820514,1.1131084397231497,1.323737396457873
2020-11-17,1.2213348248166829,1.186085034044738,1.145554896538832,1.0865617003795733,1.1134027860978606,1.3137239313882414
2020-11-18,1.2089387149170971,1.1774898869976225,1.14087399254194,1.0822767322686688,1.108003753368856,1.2987589367917831
2020-11-19,1.2127417516040448,1.1790706362411183,1.1483429371127618,1.0866700169112335,1.1103335871414457,1.3054713821768633
2020-11-20,1.1951517716502287,1.1731006290430164,1.14399443125956,1.0877461994226567,1.1095686078407592,1.2911663339605128
2020-11-23,1.196361425592449,1.1835937477964389,1.130885133718862,1.0861665705573251,1.1102005107823187,1.2527637561946703
2020-11-24,1.2269522039206067,1.2092255979760442,1.12901225162843,1.0881636773777243,1.118735595092744,1.267288757920301
2020-11-25,1.2254362825613212,1.2050178588274834,1.1308417487849012,1.0851390338646238,1.1155416185247007,1.2767517382508597
2020-11-27,1.2287948950428937,1.2053168705663817,1.1314868884260147,1.0873513438805151,1.116414756588095,1.2829137847491343
2020-11-30,1.2236541125235858,1.1947872731313114,1.1371653249489506,1.0862140357097276,1.1102585990225082,1.3099827471283274
2020-12-01,1.2499762967882788,1.2096084144529988,1.1453327326785874,1.0938698334951926,1.1192615291551693,1.3503659367049008
2020-12-02,1.2591365301557889,1.2227572001950917,1.142035957475031,1.0996500142325791,1.125923164377492,1.3543273320308973
2020-12-03,1.2503371563518841,1.2214850172587266,1.1450763711441203,1.1002744842535148,1.1281039488389575,1.352786713090994
2020-12-04,1.257293706768994,1.231538162465576,1.1400538307794905,1.099105536018393,1.1291187318092433,1.345194196111991
2020-12-07,1.2623506282490529,1.2342856283687793,1.147255755334478,1.1071536686206986,1.1361164063074745,1.361699723796085
2020-12-08,1.2640773996021897,1.2464419596746552,1.1530068042501516,1.1212434574597057,1.146017402635642,1.368632208542713
2020-12-09,1.2470381858857464,1.2411874065164346,1.1396781253666264,1.113189433860501,1.1383212941259555,1.3400224555190816
2020-12-10,1.2492048599996897,1.2439401121770441,1.1469568528518257,1.1130306812693789,1.1407562957474147,1.3560879044800804
2020-12-11,1.2387289869504763,1.2366204759177848,1.145012613694052,1.112649050014018,1.1383455229209396,1.3469548544134418
2020-12-14,1.2339956090273294,1.221119137462704,1.1392879990681368,1.0973142893165526,1.1268806801229891,1.3400224555190816
2020-12-15,1.2564424341231168,1.234122012317794,1.1533849901567579,1.1001531891962093,1.1349143199404033,1.4071447630631952
2020-12-16,1.2545721192921264,1.2300045130988424,1.153114409741728,1.0976672704349693,1.1328563076218445,1.4063744965193774
2020-12-17,1.2567540730083189,1.228495621564208,1.158223365108659,1.0989045583123933,1.133589064601604,1.4161675788183912
2020-12-18,1.2528321931470845,1.2227998353997753,1.153190251628133,1.0941204032712795,1.1292094115715574,1.3937203015543727
2020-12-21,1.2481440592395041,1.2206412621274367,1.1557569973566704,1.09093004992791,1.1279546762653494,1.4109960099300167
2020-12-22,1.24532684977897,1.2101844422424164,1.1572769166502879,1.0817413605560742,1.1208951684410111,1.451159675258647
2020-12-23,1.244580608245365,1.2175314563898254,1.1536301356319802,1.0852174049166594,1.1247372770442257,1.4410361475821083
2020-12-24,1.2505784856073985,1.2177913503946922,1.1581231034288464,1.0867195452773366,1.1265670090023678,1.452149895311745
2020-12-28,1.284788721806157,1.2311463515997179,1.1703330915793908,1.0876128448565803,1.1323985674277561,1.5040867396365152
2020-12-29,1.2789526421699429,1.2286587371260542,1.1673412765212487,1.0867660404725303,1.1315356628978253,1.4840601529063224
2020-12-30,1.2760379895669218,1.2302739814731136,1.1683568431079872,1.088030208254538,1.133982315976948,1.471406043793585
2020-12-31,1.2775054312871659,1.2346181022130138,1.1689328137733797,1.0902931189651004,1.137415695924197,1.460072514259203
2021-01-04,1.2596890781331163,1.2272274483149586,1.1676224051681772,1.1009931638789148,1.1397962722312278,1.4239802210112091
2021-01-05,1.2697401906739982,1.2361973692276793,1.1680829518241267,1.1030833287919362,1.1429736246917042,1.441585773798506
2021-01-06,1.2544749288692087,1.2411017639775193,1.1531757761897783,1.0964001700930368,1.13721816087943,1.3930601834697296
2021-01-07,1.2778536540735659,1.2518630287504253,1.1551801744671168,1.0962703165801218,1.1401397245426417,1.440595725449943
2021-01-08,1.283837710943294,1.254271863473734,1.1494598215989138,1.086734799889562,1.1331113471972145,1.4530300527579354
2021-01-11,1.259886592869544,1.2506165473084616,1.1431755038022129,1.0893277714793608,1.131208250749751,1.4192487308459296
2021-01-12,1.2515555107400658,1.251042995410426,1.1443351288335237,1.0917010415647965,1.1325551840773866,1.4172682048874665
2021-01-13,1.2581297389846569,1.2519456326003264,1.147192531480404,1.090681525233832,1.1339435311018429,1.4402655376292206
2021-01-14,1.2402241207167835,1.248106188375899,1.1390346052056959,1.091480700994321,1.1304982704084476,1.4184785501543793
2021-01-15,1.2341249067679718,1.2348521177174203,1.1311932192713008,1.081785307001317,1.1215869502068059,1.3990021047541894
2021-01-19,1.2557273559238147,1.2447898643951807,1.1339328935135082,1.0856198353681474,1.1284154061973504,1.4065945358809249
2021-01-20,1.2916703232912818,1.262304940589502,1.152868719285371,1.0955536592808062,1.1411844535872337,1.4528097558395854
2021-01-21,1.3052267886786049,1.2584002103833087,1.1556298913473182,1.0902033058095546,1.1372146604455045,1.506067523151781
2021-01-22,1.3107778960377048,1.2580821054994342,1.1588123840779303,1.0908249338455316,1.1367461550161235,1.5302752870127154
2021-01-25,1.322373940507008,1.2616436436689966,1.167262418342533,1.096468541856788,1.1418939478993444,1.5726392601045542
2021-01-26,1.330234403542751,1.2674492383127665,1.170290275441474,1.0984216325511575,1.1444659172968774,1.5752802475567302
2021-01-27,1.2942807214155605,1.2384260400945177,1.1514495356516663,1.0833583828276638,1.1271209929339572,1.5631762797739956
2021-01-28,1.2815135080722102,1.235899392234548,1.1429498037546075,1.0821690864132099,1.1247908000698505,1.5084883853901419
2021-01-29,1.2492723575060214,1.2143983003134085,1.1263731159590697,1.0725268195875515,1.1120105734389025,1.4520394892957675
2021-02-01,1.268981297476252,1.2251683388357077,1.133502788063123,1.0749527338545624,1.1190011932775337,1.4760274713519568
2021-02-02,1.2896697593743083,1.240915284078278,1.1365097935293207,1.0709852201733305,1.122082844793902,1.485380732484678
2021-02-03,1.3050765205609296,1.2505384830009285,1.1317027446189836,1.0736967337355565,1.124977573691901,1.473826734327411
2021-02-04,1.319141653226406,1.2637097971865776,1.1361583816774277,1.072012995168069,1.1268215180397452,1.5117894050746932
2021-02-05,1.328721748358484,1.2725021539481667,1.1430855204921695,1.0784089104305037,1.1321831509320774,1.5071058204746668
2021-02-08,1.3308508443319782,1.2805197261216152,1.1480008695735442,1.085434938167455,1.1392128419762408,1.5087588200326993
2021-02-09,1.3290438027852436,1.277703886206261,1.148923508521507,1.0866871319037466,1.1389880044436138,1.4988404792754344
2021-02-10,1.3311140146710356,1.2775917528772052,1.147725815673702,1.0869946978796923,1.1405566746862512,1.4920083558294892
2021-02-11,1.3298463547872112,1.2747509035576434,1.1431726129466058,1.0803926423968395,1.1356928028820306,1.4891429505501241
2021-02-12,1.3329014697860626,1.2799018440435879,1.1390745770046102,1.0798214806377215,1.135127929924831,1.4917878872066042
2021-02-16,1.3381697560126689,1.288177128149542,1.130744155363885,1.0773852067513494,1.1333708080995026,1.4677638471980738
2021-02-17,1.3326426166967478,1.288915163790755,1.1261764706898485,1.0821782023412758,1.134141082141471,1.4418671975313009
2021-02-18,1.3159553518280638,1.2745694157124847,1.1096380428537276,1.0636759682880308,1.1227053671189926,1.4294144119858008
2021-02-19,1.305017909256412,1.272895949710309,1.1059907869963215,1.0611565125014244,1.1196090991414145,1.4311776458552758
2021-02-22,1.297356391122092,1.2789803841129297,1.0988249376574166,1.065000763914619,1.1234815759932377,1.3885297593148853
2021-02-23,1.3075089351815457,1.2834831513691403,1.0931490958992158,1.0605357696539237,1.1233360241469041,1.3869871657728299
2021-02-24,1.3183531564785005,1.2997483111000396,1.091671621272895,1.058858403015911,1.1285895533190353,1.3813665895255425
2021-02-25,1.2797323854245892,1.2724163345467998,1.0722940843603772,1.042659632383742,1.1074339528359805,1.333319024622087
2021-02-26,1.2808741786034143,1.2655168318512005,1.0785885067815322,1.035985121873184,1.1048992702580327,1.3362946642128946
2021-03-01,1.3189841270092764,1.2896681930734675,1.0848839778324546,1.0404484703806025,1.1138152371944758,1.4082556055521005
2021-03-02,1.3036774731244003,1.282994504141065,1.0809086148208253,1.03876432842401,1.1112935272406494,1.3788321447373075
2021-03-03,1.2860425494551988,1.2830621940617342,1.0651634761044106,1.0344796800285858,1.1067116198719364,1.3451108335602693
2021-03-04,1.2854975839900673,1.2828797653238222,1.0558443958266122,1.0343263695481435,1.103721248856908,1.3238417928151267
2021-03-05,1.3125994337157347,1.3025854013186433,1.0613583135921678,1.0451102643835999,1.1150426729115508,1.3380578980823694
2021-03-08,1.285419388064605,1.2990784155424069,1.0468677832701396,1.0380533939038563,1.1088974412404058,1.282296249389161
2021-03-09,1.3137803947497566,1.3085473108079484,1.0669255758084986,1.0467588323691326,1.1204865549292151,1.3344211960319767
2021-03-10,1.3160350811036527,1.3154656118271153,1.0740347396068808,1.0585772561024784,1.1274890254860088,1.3221888791093617
2021-03-11,1.3342720566047745,1.3104261890496722,1.0741269005725422,1.054837833644227,1.1234651044562873,1.344008576298112
2021-03-12,1.3229297621498142,1.3116603389444461,1.0709903557101692,1.0540211147913738,1.120370834239884,1.3337599618678568
2021-03-15,1.3368617487490824,1.3211325770226883,1.0787363863212904,1.0559011824909492,1.126587907075343,1.3663793591918074
2021-03-16,1.3488152156553344,1.3227996658434056,1.0840581861851353,1.0555721583335622,1.1271342156164685,1.3837910575591377
2021-03-17,1.3520985964315644,1.3275688202415288,1.0797890678791153,1.0552799988206332,1.1287975917405997,1.3748649114571225
2021-03-18,1.3171084522629235,1.3038111136722341,1.0622831391397947,1.04307649052239,1.113471415421405,1.328249877488814
2021-03-19,1.325881783284141,1.3014950103508462,1.0647918214384673,1.04655530904681,1.1148149555710658,1.3222991134208042
2021-03-22,1.3378150171954293,1.3043880669801315,1.075196343223167,1.0512281062656847,1.1188452880975315,1.3597671892551422
2021-03-23,1.3300388166897836,1.2941584863642266,1.0746102009124803,1.050226343029812,1.1147217504647078,1.3504003634641597
2021-03-24,1.3153418116067799,1.29195145688665,1.069956219145318,1.0531217671322521,1.115464544014983,1.3234008555693568
2021-03-25,1.3147947885768936,1.2971098137720094,1.0727808083052168,1.0518318744342647,1.1158392145807068,1.328911197505202
2021-03-26,1.3285744999837605,1.31262521746155,1.0792389616920577,1.0587128598150217,1.124037224916235,1.335743492655682
2021-03-29,1.338910471014266,1.3132336312467092,1.0753606279311385,1.0583755082283186,1.1212858884153416,1.337727195148042
2021-03-30,1.3298652705672962,1.3112947537556527,1.0702846708402294,1.0516980745571187,1.1174410628713787,1.3213071763223567
2021-03-31,1.341269875536905,1.3088499760084857,1.0747708337160544,1.0523157953524838,1.117796305202387,1.3461024272496471
2021-04-01,1.3629148392010912,1.32491749225587,1.0837215617793026,1.0632244911384892,1.1315780491573224,1.3554695964496997
2021-04-05,1.3962082287499016,1.3414101376075662,1.094052197397953,1.0690356181857652,1.1392455465613465,1.3874277596095301
2021-04-06,1.3955051616000531,1.3438354835736437,1.1029507238104121,1.0736124960602804,1.1438791529637462,1.3908439930370378
2021-04-07,1.4116479621004303,1.3494220792630183,1.1023573438939676,1.0708498371263853,1.1439066772211668,1.409467839568898
2021-04-08,1.422999523596572,1.354779806304045,1.1105080606552975,1.0748923509850747,1.15014303871264,1.4365773242183408
2021-04-09,1.4331765222669859,1.3610512040701945,1.1114365316023775,1.0746900339537822,1.1508883009883835,1.4656702538033413
2021-04-12,1.423805972051323,1.3574255440705292,1.1083888733133127,1.0732313975086891,1.1480846193884586,1.446274681239116
2021-04-13,1.4305558405412935,1.359565829292002,1.1186377684345652,1.0763161394896077,1.1521326649296115,1.4814287809081041
2021-04-14,1.4183269705856563,1.3568644162853516,1.1128955340466045,1.0756167037607978,1.1493029345274335,1.4549807879795837
2021-04-15,1.4400560246286858,1.3706274403397365,1.1288631434687117,1.0877422960510499,1.163431166771591,1.4822000776791315
2021-04-16,1.437366857978403,1.3737724833174578,1.1313883507185454,1.0917136445024427,1.165350897628693,1.4784536564309014
2021-04-19,1.4318235507333448,1.3710570605706514,1.1283226500923116,1.0900821146531159,1.1628297735076254,1.4859470140409667
2021-04-20,1.4199072062568823,1.3606787449861653,1.126940326357319,1.0924035677230277,1.160596530937162,1.466882316115604
2021-04-21,1.4260066337463546,1.3708815223605941,1.1323180334448217,1.0995489107590024,1.16826383323703,1.4711800806255815
2021-04-22,1.4115572374257686,1.3634355012578672,1.1261294673413087,1.096269950450379,1.1641444547720128,1.453989022585671
2021-04-23,1.4323523380606515,1.3750405343421586,1.130942636933591,1.0963964650217513,1.1680473243008642,1.4802167185958415
2021-04-26,1.4356522376656886,1.3728247520521761,1.1265171619429715,1.0927580560157029,1.16623016215765,1.4846247174172615
2021-04-27,1.4355044421035121,1.3716666456587576,1.1239320890881415,1.0894705766423431,1.1629850229882042,1.480988015366869
2021-04-28,1.449129137548193,1.3773083343060815,1.1166420934864503,1.0943738272436898,1.1667361362653572,1.4720622985261913
2021-04-29,1.4792147990719162,1.392277055149583,1.1207412532485472,1.0979847099685494,1.172891872682841,1.4709597837072315
2021-04-30,1.4596455544632265,1.381853622298235,1.1177169008173182,1.0963522514067332,1.168285455042072,1.448699149272711
2021-05-03,1.4615506489861685,1.3935778927833766,1.123481280014043,1.1089566713218961,1.178068064823358,1.4606006774087312
2021-05-04,1.436803792782177,1.384572747344972,1.1139051664408075,1.1085424471037675,1.1743697551332,1.4089170114207554
2021-05-05,1.432944946381329,1.3873856354061214,1.115622234712299,1.111621254025629,1.1770463586619309,1.4116717531273404
2021-05-06,1.4517433034870746,1.4005655912424244,1.1268829274290697,1.1191120111206192,1.1871925483779893,1.4297452866246634
2021-05-07,1.4554066159338952,1.403972240301428,1.1290440488509061,1.1206350544141406,1.1892584421070136,1.4373619280908276
2021-05-10,1.421295586116762,1.3946531178886536,1.1197421106267236,1.1210630412666944,1.1841494649887587,1.4002713446765929
2021-05-11,1.4115803957105628,1.3804103157016974,1.1125994994860255,1.112333461763914,1.175279310142284,1.3898948103677946
2021-05-12,1.3815082205289617,1.3600188484406959,1.092497313268809,1.100869079331361,1.160430137755491,1.3552329876005285
2021-05-13,1.396018656360025,1.3722299958868018,1.10125945180004,1.1079161196668499,1.1683030585462952,1.3795183619112639
2021-05-14,1.4269210230286873,1.3915498786230658,1.1154189647684094,1.1172959950159094,1.1815172304918677,1.4068944178512277
2021-05-17,1.4251001731828221,1.3904266127397238,1.117040114786336,1.1178035693503083,1.182428410785395,1.3938688259771104
2021-05-18,1.4106871974404545,1.3762547596206884,1.1161825485343209,1.1133700304795708,1.1755908659221372,1.3781935755718018
2021-05-19,1.410669346849629,1.3702656997558558,1.1146915750800501,1.1090686129206133,1.1717787101467974,1.3764273368729651
2021-05-20,1.4327301937249206,1.3837710053576049,1.1262462581297252,1.1173539594842916,1.181650702169744,1.4053492487411483
2021-05-21,1.424433919349189,1.3839516917236485,1.124143154106728,1.1179941376462166,1.1824615420621905,1.3845961801235518
2021-05-24,1.4492081691868135,1.3944199526658825,1.1337943174988276,1.1198960922807495,1.1882152826019419,1.4030308082578893
2021-05-25,1.4469204522091814,1.390206974019531,1.1394255303988357,1.1222707469546187,1.1903519158487248,1.4008232030519452
2021-05-26,1.4482974275886553,1.3921220815276873,1.1403172822897267,1.1206854140402331,1.1900642127279688,1.4002713446765929
2021-05-27,1.4494650305392456,1.399343650140138,1.1364537208913204,1.1185410906344857,1.1916705573995394,1.3829404332929598
2021-05-28,1.4422788841961987,1.394846977477586,1.1376918291177038,1.1186702890595506,1.190283205833931,1.375544346301948
2021-06-01,1.4467335009091031,1.399084774042785,1.1376050416033288,1.1182844308697262,1.1912431713982727,1.3719013770360295
2021-06-02,1.4525700731031372,1.403773858152401,1.1391730751292166,1.1222570550432855,1.1952344701753177,1.380511672645991
